accession	name	segment	date	host	country	abbreviation	virus	strain
JQ411000	EV71/CMU21-2/BJ/CHN/2009	N/A	2009	Human	2009	China	N/A	EV71/CMU21-2/BJ/CHN/2009
JQ411007	EV71/CMU34-2/BJ/CHN/2009	N/A	2009	Human	2009	China	N/A	EV71/CMU34-2/BJ/CHN/2009
JQ419491	ensh6-CHN-10	N/A	2010	Human	2010	China	C4	ensh6-CHN-10
JQ419492	ensh7-CHN-10	N/A	2010	Human	2010	China	C4	ensh7-CHN-10
JQ419496	wh29-CHN-10	N/A	2010	Human	2010	China	C4	wh29-CHN-10
JQ973700	32896_RUS_2008	N/A	2008	Human	2008	Russia	N/A	32896_RUS_2008
JQ973704	41785_RUS_2011	N/A	2011	Human	2011	Russia	N/A	41785_RUS_2011
JX103503	117/HZ/GD/CHN/2011	N/A	2011	Human	2011	China	N/A	117/HZ/GD/CHN/2011
JX297493	EV71/CMU4162-1/BJ/CHN/2007	N/A	2007	Human	2007	China	C4	EV71/CMU4162-1/BJ/CHN/2007
JX297496	EV71/CMU0807-1/BJ/CHN/2008	N/A	2008	Human	2008	China	C4	EV71/CMU0807-1/BJ/CHN/2008
JX297501	EV71/CMU5141-1/BJ/CHN/2008	N/A	2008	Human	2008	China	C4	EV71/CMU5141-1/BJ/CHN/2008
KF888009	C08-041	N/A	2008-08	Human	2008-08	Cameroon	N/A	C08-041
JX473300	EV71-SHZH2011-0509	N/A	2011-05	Human	2011-05	China	N/A	EV71-SHZH2011-0509
JX678874	CQ03-1/CQ/CHN/2003	N/A	2003	Human	2003	China	C4	CQ03-1/CQ/CHN/2003
KC222959	HCM48-VNM-2011	N/A	2011-04-28	Human	2011-04-28	Viet Nam	N/A	HCM48-VNM-2011
KC222963	HCM80-VNM-2011	N/A	2011-05-03	Human	2011-05-03	Viet Nam	N/A	HCM80-VNM-2011
KC436266	V05-2243055	N/A	2005-09	Human	2005-09	Hong Kong	N/A	V05-2243055
KC436268	V07-2231013	N/A	2007-05	Human	2007-05	Hong Kong	N/A	V07-2231013
KC436269	V08-2221581	N/A	2008-04	Human	2008-04	Hong Kong	N/A	V08-2221581
KC436275	V05-2243936	N/A	2005-09	Human	2005-09	Hong Kong	N/A	V05-2243936
KC436276	V06-2223557	N/A	2006-05	Human	2006-05	Hong Kong	N/A	V06-2223557
KC436278	V07-2232477	N/A	2007-05	Human	2007-05	Hong Kong	N/A	V07-2232477
KC436279	V07-2233174	N/A	2007-06	Human	2007-06	Hong Kong	N/A	V07-2233174
KC556888	36-ZZ-HN-CHN-2010	N/A	2010	Human	2010	China	C4a	36-ZZ-HN-CHN-2010
KC570453	SH12-276	N/A	2012-06-03	Human	2012-06-03	China	C4	SH12-276
KC689924	GZ3075/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3075/GD/CHN/2010
KC689925	GZ3124/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3124/GD/CHN/2010
KC689954	GZ3078/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3078/GD/CHN/2010
KC689956	GZ3273/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3273/GD/CHN/2010
KC689960	GZ3191/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3191/GD/CHN/2010
KC689962	GZ4057/GD/CHN/2011	N/A	2011	Human	2011	China	N/A	GZ4057/GD/CHN/2011
KC689963	GZ5048/GD/CHN/2012	N/A	2012	Human	2012	China	N/A	GZ5048/GD/CHN/2012
KC689976	GZ5442/GD/CHN/2012	N/A	2012	Human	2012	China	N/A	GZ5442/GD/CHN/2012
KC689985	GZ3257/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3257/GD/CHN/2010
KC801028	GD-FS-315/2011	N/A	2011	Human	2011	China	C4	GD-FS-315/2011
KC801034	GD-FS-882/2011	N/A	2011	Human	2011	China	C4	GD-FS-882/2011
KC866625	JB14080010	N/A	2008-04	Human	2008-04	China	N/A	JB14080010
KC866641	JB14080123	N/A	2008-05	Human	2008-05	China	N/A	JB14080123
KC866653	JB14080367	N/A	2008-05	Human	2008-05	China	N/A	JB14080367
KC866655	JB14080253	N/A	2008-05	Human	2008-05	China	N/A	JB14080253
KC866658	JB14080261	N/A	2008-04	Human	2008-04	China	N/A	JB14080261
KC866668	JB14080298	N/A	2008-05	Human	2008-05	China	N/A	JB14080298
KC866675	JB14080336	N/A	2008-05	Human	2008-05	China	N/A	JB14080336
KC866681	JB14080365	N/A	2008-05	Human	2008-05	China	N/A	JB14080365
KC866684	JB14080434	N/A	2008-05	Human	2008-05	China	N/A	JB14080434
KC866686	JB14080467	N/A	2008-08	Human	2008-08	China	N/A	JB14080467
KC866701	JB14080586	N/A	2008-09	Human	2008-09	China	N/A	JB14080586
KC866705	JB141090051	N/A	2009-05	Human	2009-05	China	N/A	JB141090051
KC866714	JB141090088	N/A	2009-07	Human	2009-07	China	N/A	JB141090088
KC866715	JB143090001	N/A	2009-03	Human	2009-03	China	N/A	JB143090001
KC866724	JB143090085	N/A	2009-04	Human	2009-04	China	N/A	JB143090085
KC866734	JB141010001	N/A	2010-01	Human	2010-01	China	N/A	JB141010001
KC866736	JB141010010	N/A	2010-04	Human	2010-04	China	N/A	JB141010010
KC866740	JB141010101	N/A	2010-09	Human	2010-09	China	N/A	JB141010101
KC866748	JB141030077	N/A	2010-05	Human	2010-05	China	N/A	JB141030077
KC866757	JB141030119	N/A	2010-07	Human	2010-07	China	N/A	JB141030119
KC866779	JB141230188	N/A	2012-06	Human	2012-06	China	N/A	JB141230188
KC866788	JB141230238	N/A	2012-08	Human	2012-08	China	N/A	JB141230238
KC866789	JB141230244	N/A	2012-08	Human	2012-08	China	N/A	JB141230244
KC866790	JB141230247	N/A	2012-08	Human	2012-08	China	N/A	JB141230247
KC866792	JB141230357	N/A	2012-11	Human	2012-11	China	N/A	JB141230357
KC866808	JB141210026	N/A	2012-06	Human	2012-06	China	N/A	JB141210026
KC878546	11-9	N/A	2012-04-01	Human	2012-04-01	China	C4	11-9
KC894869	EV0984-Sarawak-2011	N/A	2011-09-18	Human	2011-09-18	Malaysia	B5	EV0984-Sarawak-2011
KF142412	HNCZ/201208	N/A	2013-05-04	Human	2013-05-04	China	N/A	HNCZ/201208
KF142416	HNCZ-2012-18	N/A	2013-03-03	Human	2013-03-03	China	N/A	HNCZ-2012-18
KF142419	HNCZ-2012-13	N/A	2013-03-03	Human	2013-03-03	China	N/A	HNCZ-2012-13
KJ186974	C4a-01585-TW-2011	N/A	2011-05-21	Human	2011-05-21	Taiwan	C4a	C4a-01585-TW-2011
KF154296	C4a-96023-TW-2011	N/A	2011-09-16	Human	2011-09-16	Taiwan	C4a	C4a-96023-TW-2011
KF154310	C4a-00184-TW-2012	N/A	2012-01-09	Human	2012-01-09	Taiwan	C4a	C4a-00184-TW-2012
KF154311	B5-00269-TW-2012	N/A	2012-01-13	Human	2012-01-13	Taiwan	B5	B5-00269-TW-2012
KF154319	B5-00909-TW-2012	N/A	2012-03-10	Human	2012-03-10	Taiwan	B5	B5-00909-TW-2012
KF154337	B5-50839-TW-2012	N/A	2012-06-27	Human	2012-06-27	Taiwan	B5	B5-50839-TW-2012
KF154352	B5-51489-TW-2012	N/A	2012-11-07	Human	2012-11-07	Taiwan	B5	B5-51489-TW-2012
KF154298	B5-03172-TW-2011	N/A	2011-11-05	Human	2011-11-05	Taiwan	B5	B5-03172-TW-2011
KF306099	C4-NHRIH2011053-V120603591-TW-Nov-29-11	N/A	2011-11-29	Human	2011-11-29	Taiwan	C4	C4-NHRIH2011053-V120603591-TW-Nov-29-11
KF704043	49H/SD/CHN/2010	N/A	2010	Human	2010	China	71	49H/SD/CHN/2010
KF798213	KM11-10	N/A	2011-05-15	Human	2011-05-15	China	C4	KM11-10
KF853483	LY10015/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10015/SD/CHN/2010/EV71
KF853497	LY10042/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10042/SD/CHN/2010/EV71
KF853499	LY10044/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10044/SD/CHN/2010/EV71
KF853505	LY10053/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10053/SD/CHN/2010/EV71
KF853509	LY10060/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10060/SD/CHN/2010/EV71
KF853510	LY10061/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10061/SD/CHN/2010/EV71
KF853513	LY10066/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10066/SD/CHN/2010/EV71
KF853529	LY10104/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10104/SD/CHN/2010/EV71
KF853549	LY10150/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10150/SD/CHN/2010/EV71
KF906419	V11-6064	N/A	2011	Human	2011	India	N/A	V11-6064
KF906426	N03-522-2	N/A	2003	Human	2003	India	N/A	N03-522-2
KF906428	V11-12176	N/A	2011	Human	2011	India	N/A	V11-12176
KF906434	V11-913	N/A	2011	Human	2011	India	N/A	V11-913
KF925269	FL003T/AH/CHN/2012	N/A	2012-08-30	Human	2012-08-30	China	C4	FL003T/AH/CHN/2012
KF925282	FL013T/AH/CHN/2011	N/A	2011-11-30	Human	2011-11-30	China	C4	FL013T/AH/CHN/2011
KF974782	M707-TW08	N/A	2008	Human	2008	Taiwan	N/A	M707-TW08
KF974794	M202-TW12	N/A	2012	Human	2012	Taiwan	N/A	M202-TW12
KJ156342	CS423/HN/CHN/12	N/A	2012	Human	2012	China	C4	CS423/HN/CHN/12
KJ185136	LY10010/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10010/SD/CHN/2010/EV71
KJ185156	LY10101/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10101/SD/CHN/2010/EV71
